blueprint_id;name;category;craft_time_seconds;tiers;version;ingredient_slot;ingredient_name;ingredient_quantity_scu;ingredient_min_quality;ingredient_unit
bp_craft_cds_legacy_armor_light_helmet_01_01_12;CBH-3 Helmet Black;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_07;CBH-3 Helmet Blue;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_07;CBH-3 Helmet Blue;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_07;CBH-3 Helmet Blue;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_16;CBH-3 Helmet Dark Green;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_16;CBH-3 Helmet Dark Green;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_16;CBH-3 Helmet Dark Green;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_13;CBH-3 Helmet Dark Red;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_13;CBH-3 Helmet Dark Red;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_13;CBH-3 Helmet Dark Red;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_05;CBH-3 Helmet Green;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_05;CBH-3 Helmet Green;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_05;CBH-3 Helmet Green;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_11;CBH-3 Helmet Grey;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_11;CBH-3 Helmet Grey;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_11;CBH-3 Helmet Grey;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_19;CBH-3 Helmet Imperial;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_19;CBH-3 Helmet Imperial;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_19;CBH-3 Helmet Imperial;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_20;CBH-3 Helmet Olive;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_20;CBH-3 Helmet Olive;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_20;CBH-3 Helmet Olive;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_03;CBH-3 Helmet Orange;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_03;CBH-3 Helmet Orange;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_03;CBH-3 Helmet Orange;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_08;CBH-3 Helmet Purple;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_08;CBH-3 Helmet Purple;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_08;CBH-3 Helmet Purple;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_02;CBH-3 Helmet Red;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_02;CBH-3 Helmet Red;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_02;CBH-3 Helmet Red;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_06;CBH-3 Helmet Seagreen;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_06;CBH-3 Helmet Seagreen;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_06;CBH-3 Helmet Seagreen;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_14;CBH-3 Helmet Sienna;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_14;CBH-3 Helmet Sienna;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_14;CBH-3 Helmet Sienna;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_15;CBH-3 Helmet Tan;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_15;CBH-3 Helmet Tan;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_15;CBH-3 Helmet Tan;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_18;CBH-3 Helmet Twilight;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_18;CBH-3 Helmet Twilight;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_18;CBH-3 Helmet Twilight;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_09;CBH-3 Helmet Violet;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_09;CBH-3 Helmet Violet;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_09;CBH-3 Helmet Violet;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_10;CBH-3 Helmet White;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_10;CBH-3 Helmet White;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_10;CBH-3 Helmet White;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_04;CBH-3 Helmet Yellow;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.02;;
bp_craft_cds_legacy_armor_light_helmet_01_01_04;CBH-3 Helmet Yellow;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_cds_legacy_armor_light_helmet_01_01_04;CBH-3 Helmet Yellow;Armour / Combat / Light;130;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Agricium;0.02;;
bp_craft_vgl_utility_light_arms_01_01_01;Chiron Arms;Armour / Medic;150;1;LIVE-4.7.0-11592622;CASING;Laranite;0.03;;
bp_craft_vgl_utility_light_arms_01_01_01;Chiron Arms;Armour / Medic;150;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_vgl_utility_light_arms_01_01_01;Chiron Arms;Armour / Medic;150;1;LIVE-4.7.0-11592622;CASING WEAVE;Stileron;0.03;;
bp_craft_vgl_utility_light_core_01_01_01;Chiron Core;Armour / Medic;150;1;LIVE-4.7.0-11592622;CASING;Laranite;0.04;;
bp_craft_vgl_utility_light_core_01_01_01;Chiron Core;Armour / Medic;150;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_vgl_utility_light_core_01_01_01;Chiron Core;Armour / Medic;150;1;LIVE-4.7.0-11592622;CASING WEAVE;Stileron;0.04;;
bp_craft_vgl_utility_light_helmet_01_01_01;Chiron Helmet;Armour / Medic;150;1;LIVE-4.7.0-11592622;CASING;Laranite;0.02;;
bp_craft_vgl_utility_light_helmet_01_01_01;Chiron Helmet;Armour / Medic;150;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_vgl_utility_light_helmet_01_01_01;Chiron Helmet;Armour / Medic;150;1;LIVE-4.7.0-11592622;CASING WEAVE;Stileron;0.02;;
bp_craft_vgl_utility_light_legs_01_01_01;Chiron Legs;Armour / Medic;150;1;LIVE-4.7.0-11592622;CASING;Laranite;0.03;;
bp_craft_vgl_utility_light_legs_01_01_01;Chiron Legs;Armour / Medic;150;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_vgl_utility_light_legs_01_01_01;Chiron Legs;Armour / Medic;150;1;LIVE-4.7.0-11592622;CASING WEAVE;Stileron;0.03;;
bp_craft_outlaw_legacy_armor_heavy_arms_01_9tails_01;Citadel Arms (Modified);Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.06;;
bp_craft_outlaw_legacy_armor_heavy_arms_01_9tails_01;Citadel Arms (Modified);Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_outlaw_legacy_armor_heavy_arms_01_9tails_01;Citadel Arms (Modified);Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Titanium;0.06;;
bp_craft_outlaw_legacy_armor_heavy_arms_01_01_01;Citadel Arms Base;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.06;;
bp_craft_outlaw_legacy_armor_heavy_arms_01_01_01;Citadel Arms Base;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_outlaw_legacy_armor_heavy_arms_01_01_01;Citadel Arms Base;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Titanium;0.06;;
bp_craft_outlaw_legacy_armor_heavy_arms_01_01_13;Citadel Arms Dark Red;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.06;;
bp_craft_outlaw_legacy_armor_heavy_arms_01_01_13;Citadel Arms Dark Red;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_outlaw_legacy_armor_heavy_arms_01_01_13;Citadel Arms Dark Red;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Titanium;0.06;;
bp_craft_outlaw_legacy_armor_heavy_core_01_9tails_01;Citadel Core (Modified);Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.07;;
bp_craft_outlaw_legacy_armor_heavy_core_01_9tails_01;Citadel Core (Modified);Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_outlaw_legacy_armor_heavy_core_01_9tails_01;Citadel Core (Modified);Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Titanium;0.07;;
bp_craft_outlaw_legacy_armor_heavy_core_01_01_01;Citadel Core Base;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.07;;
bp_craft_outlaw_legacy_armor_heavy_core_01_01_01;Citadel Core Base;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_outlaw_legacy_armor_heavy_core_01_01_01;Citadel Core Base;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Titanium;0.07;;
bp_craft_outlaw_legacy_armor_heavy_core_01_01_13;Citadel Core Dark Red;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.07;;
bp_craft_outlaw_legacy_armor_heavy_core_01_01_13;Citadel Core Dark Red;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_outlaw_legacy_armor_heavy_core_01_01_13;Citadel Core Dark Red;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Titanium;0.07;;
bp_craft_outlaw_legacy_armor_heavy_legs_01_01_01;Citadel Legs Base;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.06;;
bp_craft_outlaw_legacy_armor_heavy_legs_01_01_01;Citadel Legs Base;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_outlaw_legacy_armor_heavy_legs_01_01_01;Citadel Legs Base;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Titanium;0.06;;
bp_craft_outlaw_legacy_armor_heavy_legs_01_01_13;Citadel Legs Dark Red;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;ARMOURED CARAPACE;Ouratite;0.06;;
bp_craft_outlaw_legacy_armor_heavy_legs_01_01_13;Citadel Legs Dark Red;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_outlaw_legacy_armor_heavy_legs_01_01_13;Citadel Legs Dark Red;Armour / Combat / Heavy;250;1;LIVE-4.7.0-11592622;SUPPORT STRUCTURE;Titanium;0.06;;
bp_craft_ksar_pistol_ballistic_01_yellow_black01;"Coda ""Big Boss"" Pistol";Weapons / Pistol;90;1;LIVE-4.7.0-11592622;FRAME;Aluminum;0.02;;
bp_craft_ksar_pistol_ballistic_01_yellow_black01;"Coda ""Big Boss"" Pistol";Weapons / Pistol;90;1;LIVE-4.7.0-11592622;GRIP;Hephaestanite;0.01;;
bp_craft_ksar_pistol_ballistic_01_yellow_black01;"Coda ""Big Boss"" Pistol";Weapons / Pistol;90;1;LIVE-4.7.0-11592622;BARREL;Iron;0.01;;
bp_craft_ksar_pistol_ballistic_01_headhunters01;"Coda ""Nighthawk"" Pistol";Weapons / Pistol;90;1;LIVE-4.7.0-11592622;FRAME;Aluminum;0.02;;
bp_craft_ksar_pistol_ballistic_01_headhunters01;"Coda ""Nighthawk"" Pistol";Weapons / Pistol;90;1;LIVE-4.7.0-11592622;GRIP;Hephaestanite;0.01;;
bp_craft_ksar_pistol_ballistic_01_headhunters01;"Coda ""Nighthawk"" Pistol";Weapons / Pistol;90;1;LIVE-4.7.0-11592622;BARREL;Iron;0.01;;
bp_craft_ksar_pistol_ballistic_01_purple_pink01;"Coda ""Ultraviolet"" Pistol";Weapons / Pistol;90;1;LIVE-4.7.0-11592622;FRAME;Aluminum;0.02;;
bp_craft_ksar_pistol_ballistic_01_purple_pink01;"Coda ""Ultraviolet"" Pistol";Weapons / Pistol;90;1;LIVE-4.7.0-11592622;GRIP;Hephaestanite;0.01;;
bp_craft_ksar_pistol_ballistic_01_purple_pink01;"Coda ""Ultraviolet"" Pistol";Weapons / Pistol;90;1;LIVE-4.7.0-11592622;BARREL;Iron;0.01;;
bp_craft_ksar_pistol_ballistic_01;Coda Pistol;Weapons / Pistol;90;1;LIVE-4.7.0-11592622;FRAME;Aluminum;0.02;;
bp_craft_ksar_pistol_ballistic_01;Coda Pistol;Weapons / Pistol;90;1;LIVE-4.7.0-11592622;GRIP;Hephaestanite;0.01;;
bp_craft_ksar_pistol_ballistic_01;Coda Pistol;Weapons / Pistol;90;1;LIVE-4.7.0-11592622;BARREL;Iron;0.01;;
bp_craft_ksar_pistol_ballistic_01_spc;Coda Pistol (Modified);Weapons / Pistol;90;1;LIVE-4.7.0-11592622;FRAME;Aluminum;0.02;;
bp_craft_ksar_pistol_ballistic_01_spc;Coda Pistol (Modified);Weapons / Pistol;90;1;LIVE-4.7.0-11592622;GRIP;Hephaestanite;0.01;;
bp_craft_ksar_pistol_ballistic_01_spc;Coda Pistol (Modified);Weapons / Pistol;90;1;LIVE-4.7.0-11592622;BARREL;Iron;0.01;;
bp_craft_ksar_pistol_ballistic_01_mag;Coda Pistol Magazine (6 cap);Ammo / Ballistic;10;1;LIVE-4.7.0-11592622;MAGAZINE;Hephaestanite;0.01;;
bp_craft_ksar_pistol_ballistic_01_mag;Coda Pistol Magazine (6 cap);Ammo / Ballistic;10;1;LIVE-4.7.0-11592622;CORE;Torite;0.01;;
bp_craft_omc_utility_heavy_arms_01_02_01;Corbel Arms Crush;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING;Laranite;0.06;;
bp_craft_omc_utility_heavy_arms_01_02_01;Corbel Arms Crush;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_omc_utility_heavy_arms_01_02_01;Corbel Arms Crush;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING WEAVE;Titanium;0.06;;
bp_craft_omc_utility_heavy_arms_01_01_04;Corbel Arms Halcyon;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING;Laranite;0.06;;
bp_craft_omc_utility_heavy_arms_01_01_04;Corbel Arms Halcyon;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_omc_utility_heavy_arms_01_01_04;Corbel Arms Halcyon;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING WEAVE;Titanium;0.06;;
bp_craft_omc_utility_heavy_arms_01_01_16;Corbel Arms Mire;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING;Laranite;0.06;;
bp_craft_omc_utility_heavy_arms_01_01_16;Corbel Arms Mire;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_omc_utility_heavy_arms_01_01_16;Corbel Arms Mire;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING WEAVE;Titanium;0.06;;
bp_craft_omc_utility_heavy_arms_01_01_17;Corbel Arms Patina;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING;Laranite;0.06;;
bp_craft_omc_utility_heavy_arms_01_01_17;Corbel Arms Patina;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_omc_utility_heavy_arms_01_01_17;Corbel Arms Patina;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING WEAVE;Titanium;0.06;;
bp_craft_omc_utility_heavy_arms_01_01_01;Corbel Arms Smolder;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING;Laranite;0.06;;
bp_craft_omc_utility_heavy_arms_01_01_01;Corbel Arms Smolder;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_omc_utility_heavy_arms_01_01_01;Corbel Arms Smolder;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING WEAVE;Titanium;0.06;;
bp_craft_omc_utility_heavy_core_01_02_01;Corbel Core Crush;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING;Laranite;0.07;;
bp_craft_omc_utility_heavy_core_01_02_01;Corbel Core Crush;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_omc_utility_heavy_core_01_02_01;Corbel Core Crush;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING WEAVE;Titanium;0.07;;
bp_craft_omc_utility_heavy_core_01_01_04;Corbel Core Halcyon;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING;Laranite;0.07;;
bp_craft_omc_utility_heavy_core_01_01_04;Corbel Core Halcyon;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_omc_utility_heavy_core_01_01_04;Corbel Core Halcyon;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING WEAVE;Titanium;0.07;;
bp_craft_omc_utility_heavy_core_01_01_16;Corbel Core Mire;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING;Laranite;0.07;;
bp_craft_omc_utility_heavy_core_01_01_16;Corbel Core Mire;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_omc_utility_heavy_core_01_01_16;Corbel Core Mire;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING WEAVE;Titanium;0.07;;
bp_craft_omc_utility_heavy_core_01_01_17;Corbel Core Patina;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING;Laranite;0.07;;
bp_craft_omc_utility_heavy_core_01_01_17;Corbel Core Patina;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_omc_utility_heavy_core_01_01_17;Corbel Core Patina;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING WEAVE;Titanium;0.07;;
bp_craft_omc_utility_heavy_core_01_01_01;Corbel Core Smolder;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING;Laranite;0.07;;
bp_craft_omc_utility_heavy_core_01_01_01;Corbel Core Smolder;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.02;;
bp_craft_omc_utility_heavy_core_01_01_01;Corbel Core Smolder;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING WEAVE;Titanium;0.07;;
bp_craft_omc_utility_heavy_helmet_01_02_01;Corbel Helmet Crush;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING;Laranite;0.05;;
bp_craft_omc_utility_heavy_helmet_01_02_01;Corbel Helmet Crush;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_omc_utility_heavy_helmet_01_02_01;Corbel Helmet Crush;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING WEAVE;Titanium;0.05;;
bp_craft_omc_utility_heavy_helmet_01_01_04;Corbel Helmet Halcyon;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING;Laranite;0.05;;
bp_craft_omc_utility_heavy_helmet_01_01_04;Corbel Helmet Halcyon;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_omc_utility_heavy_helmet_01_01_04;Corbel Helmet Halcyon;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING WEAVE;Titanium;0.05;;
bp_craft_omc_utility_heavy_helmet_01_01_16;Corbel Helmet Mire;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING;Laranite;0.05;;
bp_craft_omc_utility_heavy_helmet_01_01_16;Corbel Helmet Mire;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_omc_utility_heavy_helmet_01_01_16;Corbel Helmet Mire;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING WEAVE;Titanium;0.05;;
bp_craft_omc_utility_heavy_helmet_01_01_17;Corbel Helmet Patina;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING;Laranite;0.05;;
bp_craft_omc_utility_heavy_helmet_01_01_17;Corbel Helmet Patina;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_omc_utility_heavy_helmet_01_01_17;Corbel Helmet Patina;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING WEAVE;Titanium;0.05;;
bp_craft_omc_utility_heavy_helmet_01_01_01;Corbel Helmet Smolder;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING;Laranite;0.05;;
bp_craft_omc_utility_heavy_helmet_01_01_01;Corbel Helmet Smolder;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;INSULATIVE LINER;Aslarite;0.01;;
bp_craft_omc_utility_heavy_helmet_01_01_01;Corbel Helmet Smolder;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING WEAVE;Titanium;0.05;;
bp_craft_omc_utility_heavy_legs_01_02_01;Corbel Legs Crush;Armour / Engineer / Heavy;90;1;LIVE-4.7.0-11592622;CASING;Laranite;0.06;;
